first_name,last_name,age,favorite_os,IQ
Holden,Morris,27,Windows,103.0
,Lee,28,iOS,127.0
Jonathan,Rodriguez,64,AndroidOS,106.0
Abdul,Taylor,41,AndroidOS,93.0
Austin,Rivera,34,iOS,125.0
Lane,Colon,52,iOS,91.0
Mary,Ortiz,50,iOS,94.0
Austin,Kim,28,AndroidOS,
Mike,Lewis,38,AndroidOS,95.0
Myles,Mendoza,55,AndroidOS,96.0
Everleigh,Bailey,48,iOS,102.0
Garett,Hall,25,AndroidOS,91.0
Eloise,Torres,32,AndroidOS,89.0
Walker,Hernandez,45,iOS,96.0
Holden,Green,51,iOS,91.0
Rhett,Cooper,26,iOS,104.0
Tom,Little,24,iOS,95.0
Walker,Green,62,iOS,111.0
Andrey,Ward,65,AndroidOS,117.0
Myles,Fry,74,,118.0
Kimberly,Nguyen,25,iOS,112.0
Shannon,Miller,53,AndroidOS,121.0
Christina,Foster,42,iOS,119.0
Brandon,Price,31,AndroidOS,117.0
Martha,Morris,25,iOS,86.0
Myles,Perez,25,iOS,106.0
Payton,Gibson,30,Windows,117.0
Karter,Chavez,46,iOS,100.0
Nash,Howard,73,,111.0
Preston,Smith,21,AndroidOS,111.0
Evelyn,Diaz,40,iOS,92.0
King,Colon,44,iOS,89.0
Andrea,Martinez,64,AndroidOS,110.0
Everett,Torres,37,iOS,106.0
Scarlett,Edwards,53,AndroidOS,
Gracie,Powell,32,iOS,129.0
,Little,65,iOS,120.0
Lincoln,Chavez,53,iOS,120.0
Piper,Taylor,70,AndroidOS,108.0
Bryce,Baker,70,iOS,86.0
Miles,Ward,27,iOS,115.0
Jackson,Moore,51,iOS,121.0
Rhett,,30,AndroidOS,103.0
Scarlett,Peterson,21,iOS,120.0
,Collins,45,iOS,115.0
Jonathan,Martin,67,iOS,86.0
Avery,Evans,74,,111.0
Paul,Flores,32,AndroidOS,112.0
River,Pierce,56,iOS,111.0
Everleigh,Bloom,46,iOS,106.0
Legend,Carter,39,AndroidOS,115.0
Kingston,Harris,57,AndroidOS,98.0
Legend,Kelly,53,iOS,129.0
Ashton,Little,51,Windows,108.0
Wyatt,Hernandez,65,iOS,115.0
Legend,Lee,65,iOS,97.0
Bennet,Morales,22,AndroidOS,93.0
Tucker,Nguyen,66,iOS,120.0
Kingston,Williams,34,iOS,109.0
Roary,Bailey,55,iOS,112.0
Ashley,Alvarez,27,iOS,
Tyler,Robinson,59,iOS,91.0
Bennet,Reyes,61,iOS,110.0
Jaxon,Jimenez,68,iOS,99.0
Hayden,Smith,50,iOS,101.0
Lilly,Harris,47,iOS,125.0
Evelyn,Garcia,43,iOS,93.0
Jeremy,Thomas,52,AndroidOS,126.0
Bryson,Martinez,31,iOS,104.0
Kinsley,Alvarez,25,Windows,126.0
Remington,Johnson,54,AndroidOS,114.0
Hadley,Campbell,60,AndroidOS,110.0
Tucker,Chavez,40,AndroidOS,117.0
Hayden,Wright,34,iOS,101.0
Mary,Parker,52,iOS,119.0
Millie,Sullivan,22,AndroidOS,91.0
Andrey,Phillips,67,AndroidOS,
Everett,Ramirez,45,Windows,102.0
Hazel,Coleman,22,iOS,99.0
Harry,Perez,58,iOS,93.0
Evelyn,Edwards,44,iOS,119.0
Marley,Myers,68,iOS,120.0
Marvin,Ramirez,58,iOS,94.0
Robert,Jones,20,iOS,103.0
Remington,Martinez,53,AndroidOS,126.0
Julian,Guiterrez,45,iOS,90.0
River,Robinson,72,,122.0
Bruce,Foster,46,AndroidOS,115.0
Georgia,Myers,71,,99.0
Brandon,Coleman,47,iOS,122.0
,James,28,iOS,95.0
Gideon,Jackson,54,iOS,125.0
Mike,Rogers,49,AndroidOS,98.0
Walker,Baker,25,AndroidOS,85.0
Olive,Martin,50,iOS,114.0
Shannon,Chavez,61,iOS,114.0
Mary,Mendoza,49,iOS,88.0
Ellie,Cruz,65,AndroidOS,127.0
Jon,Baker,30,iOS,126.0
Lincoln,Bloom,62,iOS,102.0
Marvin,Ramirez,46,AndroidOS,92.0
Josie,Rivera,74,,88.0
Hadley,Powell,51,iOS,
Ashton,Thomas,43,iOS,112.0
Harry,Myers,31,AndroidOS,129.0
Edward,Rogers,67,AndroidOS,99.0
Oscar,Castillo,29,AndroidOS,97.0
Hazel,Powell,71,,114.0
Bennet,Thomas,28,iOS,110.0
Blake,Robinson,72,,119.0
Landon,Ramirez,48,iOS,94.0
Paige,Rodriguez,31,iOS,126.0
Blake,Bennet,39,iOS,119.0
Remington,Hernandez,30,iOS,110.0
Miles,Wright,35,iOS,
Steve,Mitchell,51,iOS,109.0
Andrey,Ross,48,iOS,95.0
Millie,Ross,43,AndroidOS,88.0
Avery,Roberts,21,iOS,86.0
Ivor,Russel,25,iOS,90.0
Tucker,Jones,55,iOS,86.0
Martha,Hall,53,iOS,109.0
Scarlett,Adams,67,AndroidOS,113.0
Gunther,Miller,69,AndroidOS,102.0
Jeremy,Reyes,70,iOS,104.0
Nash,AllenKing,41,iOS,98.0
Bennet,Diaz,41,iOS,
Everleigh,Lee,37,iOS,104.0
Avery,Ramirez,41,AndroidOS,110.0
Christian,Ortiz,38,iOS,99.0
Jack,Thompson,67,AndroidOS,109.0
Jackson,Hughes,61,AndroidOS,92.0
Blakely,AllenKing,63,iOS,122.0
Madison,Hall,52,Windows,112.0
Marvin,Gibson,47,AndroidOS,101.0
Preston,Youmg,45,AndroidOS,107.0
Oscar,Lopez,49,iOS,104.0
Kinsley,Green,42,AndroidOS,108.0
Parker,Torres,31,AndroidOS,116.0
Jon,Smith,35,AndroidOS,129.0
Millie,Gray,27,AndroidOS,116.0
Bentley,Hernandez,53,iOS,113.0
Ella,Robinson,59,iOS,92.0
Gracie,Ramirez,69,iOS,102.0
Myles,Johnson,64,iOS,117.0
Evelyn,Roberts,57,iOS,109.0
Andrey,Chavez,47,AndroidOS,95.0
Beckett,Sanders,47,AndroidOS,86.0
Desirae,Garcia,57,iOS,86.0
Archer,,67,AndroidOS,114.0
Presley,Baker,65,iOS,123.0
Blake,Kim,43,iOS,87.0
Landon,Patel,65,iOS,105.0
Weston,Lee,26,iOS,110.0
Jameson,Reyes,46,iOS,114.0
Kinsley,Cooper,30,iOS,94.0
Rhett,Cook,64,AndroidOS,91.0
Bryson,Harris,66,AndroidOS,126.0
Mike,Foster,33,iOS,97.0
Remington,Cooper,33,iOS,94.0
Kimberly,Ross,59,iOS,85.0
Marley,Taylor,64,AndroidOS,91.0
Lilly,Martin,21,iOS,
Sawyer,Evans,37,iOS,
Jackson,Hernandez,38,iOS,85.0
Kimberly,Clark,71,,88.0
Bruce,,23,iOS,96.0
Jackson,Ross,38,iOS,97.0
Bentley,Ruiz,61,iOS,118.0
Vivian,Rogers,64,AndroidOS,108.0
Natasha,Perez,21,iOS,108.0
Hunter,Ramirez,23,iOS,89.0
Robert,Guiterrez,20,AndroidOS,99.0
Everett,Edwards,72,,99.0
Vanessa,Wood,29,AndroidOS,
Hadley,Adams,30,iOS,117.0
Journee,Powell,64,iOS,100.0
Paul,Ward,42,AndroidOS,126.0
Kingston,Rogers,54,iOS,120.0
Hope,Myers,31,iOS,118.0
Scarlett,Scott,55,iOS,88.0
Hayden,Lopez,62,AndroidOS,118.0
Wyatt,Gibson,66,iOS,
Kinsley,Perry,20,AndroidOS,102.0
Bradley,Gray,59,iOS,115.0
Jonathan,Reese,45,AndroidOS,128.0
Journee,Thompson,21,AndroidOS,121.0
Kimberly,Ward,37,AndroidOS,126.0
Millie,Wright,38,iOS,127.0
Alexis,Colon,51,Windows,122.0
Garett,Guiterrez,66,iOS,85.0
Bob,Richardson,60,iOS,99.0
Jackson,Garcia,73,,91.0
Andrey,Hughes,39,AndroidOS,86.0
Lena,Bell,46,Windows,95.0
Gideon,Cox,50,iOS,125.0
Martha,Alvarez,71,,106.0
Hunter,Sancherz,47,iOS,
Evelyn,Nelson,48,iOS,115.0
Merlin,Sullivan,58,AndroidOS,129.0
Jack,Coleman,33,iOS,125.0
Gunther,Adams,22,iOS,96.0
Alyssa,Rodriguez,44,AndroidOS,101.0
Tom,Ward,47,AndroidOS,106.0
Shannon,Walker,26,iOS,93.0
Wesley,Russel,38,iOS,98.0
Archer,Wilson,30,iOS,86.0
Weston,Cox,29,iOS,86.0
Fridge,Turner,39,iOS,120.0
Vanessa,Perez,59,iOS,107.0
Leo,Roberts,29,iOS,98.0
Bentley,Morgan,61,iOS,105.0
Hailey,,34,iOS,114.0
Andrea,Evans,69,AndroidOS,
Parker,Fry,45,iOS,107.0
Eleanor,Peterson,74,,89.0
Parker,Martinez,21,Windows,120.0
Hailey,Wilson,40,AndroidOS,91.0
Martha,Clark,27,AndroidOS,120.0
Josie,Adams,65,iOS,99.0
Micheal,AllenKing,23,iOS,
Madeline,Ortiz,44,iOS,100.0
Hazel,Smith,22,iOS,105.0
Cole,Bloom,69,AndroidOS,87.0
Avery,Cook,66,AndroidOS,101.0
Alexis,Morris,65,AndroidOS,122.0
Walker,Long,70,AndroidOS,127.0
Emma,Hall,31,iOS,123.0
Teresa,Peterson,41,iOS,115.0
Blake,Moore,64,iOS,111.0
Desirae,Williams,40,AndroidOS,114.0
Jack,Kelly,65,iOS,120.0
Hunter,Youmg,50,iOS,101.0
Bob,Martin,36,iOS,87.0
Bruce,Gibson,49,iOS,85.0
Robert,Watson,74,,119.0
Walker,Roberts,22,iOS,117.0
Madison,Moore,60,AndroidOS,122.0
Avery,Gray,29,AndroidOS,121.0
Alexis,Brown,24,AndroidOS,96.0
Gunther,Rogers,64,iOS,118.0
Emma,Scott,53,AndroidOS,108.0
Mary,Morales,22,iOS,123.0
Leo,Bennet,37,AndroidOS,99.0
Vivian,Cooper,48,iOS,122.0
Easton,Watson,52,AndroidOS,108.0
Hunter,Castillo,46,AndroidOS,129.0
Cahrlie,Little,45,iOS,118.0
Fridge,Hill,62,AndroidOS,129.0
Paige,Alvarez,23,iOS,90.0
Georgia,White,64,AndroidOS,109.0
Everett,Stewart,40,AndroidOS,106.0
Cahrlie,Price,35,iOS,92.0
Lauren,Harris,51,AndroidOS,99.0
Paul,Miller,22,iOS,117.0
Marley,Lewis,23,iOS,100.0
Lincoln,Morgan,40,AndroidOS,124.0
Oscar,Brown,73,,119.0
Easton,Evans,23,iOS,117.0
Avery,Fry,26,iOS,106.0
Alexis,Flores,44,AndroidOS,125.0
Kingston,Hernandez,56,iOS,107.0
Hazel,Colon,57,iOS,114.0
Paige,Chavez,49,iOS,95.0
Garett,Carter,26,iOS,125.0
Karter,Jimenez,37,iOS,95.0
Blake,Collins,23,iOS,95.0
Bruce,Long,48,iOS,96.0
Scarlett,Kelly,72,,91.0
Garett,White,69,AndroidOS,120.0
Beckham,Coleman,21,iOS,119.0
Taylor,Gibson,41,Windows,107.0
Colton,Garcia,39,AndroidOS,99.0
Ellie,Sanders,63,AndroidOS,113.0
Walker,Adams,72,,96.0
Ivy,Anderson,50,iOS,120.0
Micheal,Gibson,46,AndroidOS,104.0
Daisy,Evans,74,,86.0
Garett,Rodriguez,57,AndroidOS,86.0
Tyler,Ortiz,25,iOS,127.0
Micheal,Thompson,50,AndroidOS,120.0
Ellie,Bloom,28,iOS,89.0
Kingston,Taylor,24,iOS,123.0
Hunter,Reese,36,iOS,91.0
Mary,Thomas,60,AndroidOS,91.0
Peyton,Mitchell,64,iOS,107.0
Ashton,Davis,66,iOS,100.0
Rhett,Jimenez,50,iOS,107.0
Desirae,Little,47,iOS,126.0
Arthur,Jones,36,AndroidOS,115.0
Waylon,Thomas,54,AndroidOS,125.0
Mike,Jenkins,59,iOS,112.0
Everett,Flores,69,iOS,86.0
,Ortiz,34,AndroidOS,89.0
Peyton,,40,AndroidOS,97.0
Andrea,Jimenez,33,iOS,116.0
Christian,Scott,44,iOS,128.0
Ivor,Colon,49,AndroidOS,114.0
Remington,Stewart,68,iOS,110.0
Taylor,Nguyen,55,AndroidOS,113.0
Olive,Parker,29,iOS,128.0
Parker,Rivera,64,iOS,106.0
Graham,Wilson,58,iOS,116.0
Tucker,Robinson,43,AndroidOS,112.0
,Davis,48,iOS,122.0
,Morales,46,AndroidOS,112.0
Lena,,58,AndroidOS,89.0
Lisa,Cook,25,iOS,104.0
Rhett,Bell,50,AndroidOS,129.0
Ella,Roberts,34,iOS,94.0
Merlin,Wood,44,iOS,91.0
Vanessa,Coleman,53,AndroidOS,90.0
Tyler,Martinez,32,AndroidOS,110.0
Christina,Sanders,66,iOS,107.0
Spencer,Ruiz,72,,106.0
Teresa,Hernandez,55,iOS,117.0
Tom,Morales,58,AndroidOS,96.0
Ashley,Gibson,33,iOS,
Christina,Lopez,30,AndroidOS,118.0
Teresa,Turner,32,iOS,123.0
Sawyer,Foster,69,iOS,95.0
Bennet,Brown,52,iOS,99.0
,Morgan,35,AndroidOS,114.0
Brooks,Nguyen,48,iOS,89.0
Lucy,Robinson,58,iOS,120.0
Zoe,Sancherz,67,Windows,117.0
Peyton,Myers,20,iOS,109.0
Silas,Baker,72,,87.0
Millie,Bell,65,iOS,123.0
Teresa,Bell,55,AndroidOS,95.0
Tyler,Chavez,47,AndroidOS,127.0
Andrey,Morgan,47,iOS,122.0
Hayden,Long,50,iOS,91.0
Blake,Watson,63,AndroidOS,91.0
Miles,Coleman,39,AndroidOS,93.0
Bentley,Youmg,66,AndroidOS,110.0
Fridge,Morales,66,AndroidOS,128.0
Jaxon,Jimenez,67,iOS,
Jameson,Wood,46,AndroidOS,86.0
Gideon,Mitchell,28,AndroidOS,92.0
Lauren,Garcia,34,iOS,117.0
Millie,Jenkins,48,iOS,115.0
Bentley,Ross,58,AndroidOS,127.0
Piper,Cox,73,,
Leo,Hall,70,AndroidOS,109.0
Josie,Carter,47,iOS,100.0
Robert,Evans,20,iOS,122.0
Emmet,Sullivan,24,iOS,125.0
Faith,Mendoza,38,AndroidOS,
Legend,Ramos,30,iOS,106.0
Jon,Castillo,42,iOS,88.0
Jonathan,Adams,65,iOS,105.0
Mike,Rivera,43,AndroidOS,88.0
Austin,Ramos,21,iOS,101.0
Minho,Kim,35,AndroidOS,102.0
Desirae,Youmg,48,AndroidOS,104.0
Evelyn,Gibson,29,AndroidOS,119.0
Silas,Anderson,34,AndroidOS,122.0
Everett,Cook,44,AndroidOS,117.0
Easton,Gomez,33,AndroidOS,90.0
Legend,Cox,39,iOS,104.0
Parker,Scott,43,AndroidOS,119.0
Edward,Wright,64,AndroidOS,124.0
Ellie,Morgan,74,,98.0
Blake,Gray,53,AndroidOS,123.0
Journee,Sullivan,28,iOS,93.0
Dean,Jimenez,38,iOS,124.0
Shannon,Jimenez,60,AndroidOS,128.0
Journee,Colon,65,iOS,103.0
Mike,Ross,74,,95.0
Ella,Rivera,22,iOS,116.0
Martha,Youmg,74,,113.0
Hadley,Castillo,63,AndroidOS,98.0
Archer,Russel,52,iOS,95.0
Cole,Hughes,69,AndroidOS,114.0
Walker,Hall,31,iOS,
Lucy,Hall,35,iOS,122.0
Andrey,Morris,50,iOS,100.0
Madeline,Phillips,63,AndroidOS,95.0
Jameson,Flores,41,AndroidOS,104.0
Alby,Stewart,50,Windows,102.0
Payton,Ortiz,66,AndroidOS,103.0
Shannon,White,56,iOS,
,Ross,24,iOS,94.0
Landon,Gibson,37,AndroidOS,96.0
Avery,Adams,48,AndroidOS,117.0
Parker,Hall,43,iOS,121.0
Karter,Morgan,33,iOS,114.0
Christina,Ross,28,AndroidOS,104.0
Easton,Moore,21,AndroidOS,103.0
Zoe,AllenKing,35,iOS,114.0
Edward,Mendoza,21,iOS,106.0
Taylor,Campbell,62,AndroidOS,87.0
Lane,Lewis,52,iOS,115.0
Braxton,Jones,67,iOS,124.0
Vivian,Myers,40,iOS,105.0
Eleanor,Sanders,67,iOS,93.0
Vivian,James,42,AndroidOS,98.0
Emmet,Walker,35,iOS,103.0
Steve,Lewis,29,iOS,122.0
Bentley,,32,AndroidOS,126.0
Waylon,Kim,20,iOS,115.0
Colton,Jones,32,iOS,116.0
Eleanor,Hughes,37,AndroidOS,128.0
Wesley,Gomez,47,AndroidOS,125.0
Walker,Price,65,iOS,96.0
Lane,Nelson,23,iOS,99.0
Tom,Ramirez,38,iOS,121.0
Martha,Lewis,20,AndroidOS,85.0
Ella,Palmer,68,iOS,94.0
Jonathan,Anderson,70,AndroidOS,120.0
,Long,67,AndroidOS,97.0
Vivian,Moore,28,iOS,92.0
Jonny,Evans,67,iOS,98.0
Jon,Lopez,28,iOS,89.0
Bentley,Harris,59,iOS,103.0
Hunter,Anderson,40,iOS,120.0
Shannon,Cooper,29,iOS,114.0
Ashton,Bailey,61,iOS,120.0
Preston,Lopez,21,iOS,98.0
Jonathan,Collins,53,iOS,104.0
Austin,Myers,33,iOS,129.0
Paul,Torres,23,Windows,111.0
Jeremy,Bailey,22,iOS,111.0
Jack,Nelson,41,AndroidOS,109.0
Marley,Powell,40,AndroidOS,98.0
Hudson,Price,21,AndroidOS,85.0
Julian,,61,iOS,121.0
Myles,Jones,30,iOS,117.0
Lauren,Baker,65,AndroidOS,87.0
Kinsley,Price,37,AndroidOS,116.0
Gunther,Sancherz,58,iOS,122.0
Marvin,Little,46,iOS,106.0
Hudson,Cooper,65,AndroidOS,
Arthur,Ward,27,iOS,92.0
Weston,Ward,66,AndroidOS,105.0
River,Stewart,72,,89.0
Zoe,Turner,29,iOS,94.0
Spencer,Collins,34,iOS,116.0
Kingston,Patel,28,iOS,96.0
Lisa,Cox,35,iOS,100.0
Braxton,Bailey,26,AndroidOS,96.0
Kimberly,,41,iOS,95.0
Jon,Cox,67,AndroidOS,120.0
Eloise,Rivera,69,iOS,90.0
Nash,Hill,67,iOS,128.0
Zoe,Chavez,51,AndroidOS,94.0
Robert,Youmg,61,iOS,85.0
Andrea,Chavez,34,AndroidOS,106.0
Archer,Thomas,42,AndroidOS,114.0
Roary,Gonzalez,65,iOS,95.0
Waylon,Green,60,iOS,104.0
Sawyer,Scott,34,iOS,125.0
,Perry,58,iOS,87.0
Gunther,Russel,44,iOS,92.0
Christina,Cooper,66,iOS,117.0
Silas,,57,iOS,118.0
Lena,Myers,26,AndroidOS,115.0
Hailey,Roberts,27,AndroidOS,93.0
Gunther,Parker,63,iOS,
Graham,Jenkins,27,iOS,103.0
Jon,Gonzalez,63,AndroidOS,123.0
Christian,Price,21,AndroidOS,
Jeremy,Carter,22,iOS,123.0
Cole,Mendoza,25,AndroidOS,123.0
Hazel,Jones,31,AndroidOS,129.0
Jack,Green,22,iOS,129.0
Lane,Youmg,38,iOS,111.0
Hunter,Palmer,28,iOS,119.0
Ivy,Hill,50,iOS,111.0
Legend,Perry,58,iOS,97.0
Cole,Perez,52,iOS,106.0
Mark,Reed,45,AndroidOS,102.0
Jon,Fry,54,iOS,110.0
Lauren,Richardson,65,iOS,97.0
Avery,Guiterrez,33,AndroidOS,97.0
Kimberly,Nguyen,44,AndroidOS,86.0
Ivy,Parker,20,iOS,124.0
Teresa,Russel,52,AndroidOS,119.0
King,White,32,iOS,103.0
King,Gibson,54,iOS,97.0
Emmet,Rogers,50,AndroidOS,99.0
Lauren,Brown,74,,89.0
River,White,57,iOS,102.0
Dean,Pierce,50,iOS,100.0
Vivian,,43,AndroidOS,
Everett,Morales,62,iOS,88.0
Parker,Ruiz,27,AndroidOS,120.0
Walker,Jones,46,iOS,87.0
Tucker,Coleman,65,AndroidOS,124.0
Merlin,Chavez,20,iOS,97.0
Marley,Parker,45,AndroidOS,96.0
Gracie,Stewart,25,iOS,121.0
Cole,Campbell,39,iOS,98.0
Merlin,Carter,66,iOS,113.0
Bryce,Lopez,65,AndroidOS,125.0
Cole,AllenKing,72,,93.0
Desirae,Hill,53,iOS,96.0
Teresa,Cruz,55,iOS,118.0
Jon,Evans,61,AndroidOS,116.0
,Smith,48,AndroidOS,92.0
Mike,Fry,59,iOS,119.0
Brooks,Brooks,67,AndroidOS,120.0
Jonathan,Torres,35,AndroidOS,129.0
Remington,Collins,55,iOS,103.0
Marley,Adams,56,AndroidOS,109.0
Hunter,,29,iOS,110.0
Leo,Wilson,31,AndroidOS,125.0
Olive,Green,20,iOS,92.0
Jeremy,Williams,70,iOS,119.0
Lauren,Nelson,37,AndroidOS,97.0
Mary,Thompson,67,iOS,97.0
Brooks,Coleman,51,iOS,125.0
Daisy,Baker,32,iOS,109.0
Marley,Fry,38,AndroidOS,117.0
Merlin,,42,iOS,120.0
Avery,Perry,55,iOS,105.0
Zoe,Hill,49,iOS,122.0
Oscar,Richardson,30,iOS,90.0
Marvin,Chavez,67,iOS,103.0
Alyssa,Ward,50,Windows,102.0
Marley,Powell,63,iOS,100.0
Avery,Williams,31,AndroidOS,107.0
Jameson,Mendoza,31,iOS,91.0
Graham,Coleman,71,,89.0
Scarlett,Mitchell,62,iOS,129.0
Jaxon,Garcia,24,iOS,86.0
Blakely,Long,26,AndroidOS,101.0
Brooke,Cook,67,AndroidOS,90.0
Micheal,Lewis,62,AndroidOS,91.0
Silas,Evans,53,iOS,119.0
Austin,Peterson,65,Windows,92.0
Jeremy,Brooks,20,AndroidOS,127.0
Christina,Morris,30,iOS,127.0
River,Ramos,30,Windows,
Mary,Watson,45,AndroidOS,111.0
Parker,Nguyen,36,iOS,
Ella,Collins,48,iOS,100.0
Marvin,Ward,57,iOS,108.0
Colton,Price,51,iOS,122.0
Tom,Kelly,33,iOS,122.0
Christian,Cooper,51,AndroidOS,100.0
Micheal,Russel,46,iOS,108.0
Piper,Taylor,31,iOS,113.0
Preston,Martinez,42,iOS,88.0
Mary,Campbell,48,iOS,90.0
Eleanor,Pierce,42,iOS,120.0
Edward,Turner,52,iOS,126.0
Andrey,Fry,63,iOS,122.0
Hailey,Foster,35,iOS,107.0
Ivy,Jones,68,iOS,116.0
Weston,Ramos,32,iOS,118.0
Garett,White,68,iOS,89.0
Steven,Thomas,72,,129.0
Silas,James,64,iOS,92.0
Jaxon,Parker,44,iOS,119.0
Roary,Ortiz,40,iOS,92.0
Myles,Rivera,37,iOS,90.0
Jaxon,Gibson,35,AndroidOS,93.0
Brooks,Jackson,67,iOS,112.0
Alyssa,Ward,66,iOS,105.0
Avery,Torres,60,AndroidOS,121.0
Evelyn,Rivera,46,Windows,98.0
Parker,Scott,43,iOS,111.0
Eloise,Ramos,40,iOS,108.0
Alexis,Martinez,64,iOS,95.0
Desirae,Wright,40,iOS,122.0
Ron,Perez,47,iOS,122.0
Paige,Myers,35,iOS,94.0
Bruce,Williams,51,Windows,91.0
Alex,Colon,69,AndroidOS,101.0
Austin,Perez,66,Windows,115.0
Faith,Roberts,69,iOS,95.0
Jameson,Reed,25,iOS,97.0
Andrey,Sullivan,74,,105.0
Lincoln,Reyes,58,AndroidOS,108.0
King,Bloom,21,iOS,110.0
Bryson,Guiterrez,31,iOS,112.0
Alex,Wood,43,iOS,91.0
Parker,Reyes,43,iOS,121.0
Olive,Powell,23,AndroidOS,117.0
,Watson,50,iOS,103.0
Hazel,Cooper,54,AndroidOS,119.0
Blakely,Morales,65,AndroidOS,103.0
Ashley,Sancherz,37,AndroidOS,92.0
Archer,Gonzalez,48,AndroidOS,86.0
Dean,Reed,28,iOS,117.0
Garett,Green,59,iOS,122.0
Julian,Diaz,42,iOS,90.0
Brooke,Cook,32,AndroidOS,95.0
Easton,Stewart,21,iOS,116.0
Kimberly,Perez,32,iOS,
Madeline,Peterson,41,iOS,95.0
Colton,Ramos,71,,106.0
Miles,Gonzalez,59,Windows,86.0
Hailey,Wilson,20,iOS,126.0
Bradley,Diaz,64,AndroidOS,118.0
Parker,Murphy,70,AndroidOS,127.0
Teresa,Murphy,20,iOS,122.0
,Ross,74,,103.0
Jackson,Palmer,47,iOS,98.0
Christina,Lewis,27,iOS,121.0
Oscar,Hall,66,iOS,86.0
Jackson,Adams,69,AndroidOS,89.0
Walker,Wilson,31,iOS,125.0
Waylon,Moore,63,iOS,87.0
Holden,Thompson,48,iOS,100.0
Lauren,Carter,65,AndroidOS,115.0
Marley,Jackson,43,AndroidOS,
Lena,Scott,56,iOS,101.0
Kingston,Davis,60,iOS,125.0
Paul,Wood,42,AndroidOS,102.0
Graham,Nguyen,25,AndroidOS,118.0
Edward,Fry,73,,85.0
Alyssa,Garcia,25,AndroidOS,108.0
Graham,Mendoza,20,AndroidOS,117.0
Christina,James,31,iOS,101.0
Everleigh,Youmg,54,AndroidOS,118.0
Ashton,Diaz,52,AndroidOS,91.0
Robert,Hughes,45,iOS,102.0
Minho,Bailey,29,iOS,127.0
Bennet,Cook,52,iOS,102.0
Vivian,Price,53,iOS,122.0
Legend,Perry,44,iOS,128.0
Paige,Brooks,73,,98.0
Micheal,Pierce,23,AndroidOS,122.0
Jameson,Baker,57,AndroidOS,
Oscar,Brooks,36,AndroidOS,115.0
Arthur,Torres,50,iOS,121.0
Hadley,,30,AndroidOS,122.0
Garett,Sullivan,35,AndroidOS,96.0
Bentley,Campbell,66,iOS,117.0
Hudson,Sullivan,65,iOS,123.0
Blake,Lopez,45,iOS,98.0
Beckett,Kelly,21,AndroidOS,117.0
Jonathan,Bloom,74,,110.0
Alexis,Ramos,43,iOS,116.0
River,Campbell,69,iOS,116.0
Blakely,Reed,47,iOS,129.0
Colton,Bailey,24,AndroidOS,98.0
Christina,Reed,58,Windows,101.0
Journee,Colon,63,iOS,125.0
Paul,Morris,73,,105.0
Hadley,Chavez,51,AndroidOS,119.0
Holden,Powell,39,iOS,103.0
Nash,Miller,22,Windows,96.0
Ella,Rodriguez,56,iOS,115.0
Brandon,Green,67,AndroidOS,87.0
Spencer,Collins,41,AndroidOS,94.0
Fridge,Roberts,39,iOS,102.0
Madeline,Watson,58,iOS,113.0
Jack,Thomas,60,AndroidOS,117.0
Hudson,Russel,51,AndroidOS,92.0
Legend,Colon,47,AndroidOS,85.0
,Alvarez,67,iOS,90.0
Edward,Flores,54,iOS,106.0
,Little,38,AndroidOS,129.0
Alexis,Ramirez,24,iOS,110.0
Martha,Harris,52,AndroidOS,88.0
Kingston,Jackson,23,iOS,124.0
Eleanor,Nguyen,43,iOS,90.0
Brandon,Perry,46,AndroidOS,118.0
,Little,36,AndroidOS,123.0
Brooke,Nelson,29,iOS,89.0
Payton,Bloom,58,iOS,116.0
Emma,Bennet,64,iOS,101.0
Ivor,Morgan,63,iOS,87.0
Jaxon,Scott,52,iOS,87.0
Bentley,Clark,52,AndroidOS,119.0
Cole,Cook,66,iOS,99.0
Oscar,Walker,57,Windows,97.0
Lilly,Coleman,56,AndroidOS,128.0
Bruce,Green,31,iOS,125.0
Roary,Anderson,59,AndroidOS,90.0
Mark,Sanders,53,AndroidOS,91.0
Presley,Patel,49,iOS,108.0
Minho,Thompson,36,AndroidOS,109.0
Beckham,Sanders,34,iOS,129.0
,Johnson,43,iOS,
Paul,Thompson,42,iOS,117.0
Lucy,Brown,57,AndroidOS,111.0
Ella,,64,Windows,121.0
Bentley,,59,AndroidOS,
Sawyer,Torres,33,AndroidOS,89.0
Kinsley,Perry,42,iOS,96.0
Jackson,Kelly,73,,116.0
Parker,Ruiz,74,,90.0
Bryce,Kelly,34,AndroidOS,118.0
Emma,Cooper,46,AndroidOS,115.0
Marvin,Johnson,48,iOS,112.0
Avery,Fry,57,AndroidOS,90.0
Vivian,Cooper,67,Windows,106.0
Jameson,Campbell,23,iOS,103.0
Landon,Kim,74,,85.0
Weston,Alvarez,68,AndroidOS,106.0
Zoe,Ramos,61,iOS,98.0
Jack,Diaz,58,AndroidOS,112.0
Nash,Peterson,43,iOS,89.0
Faith,AllenKing,50,AndroidOS,86.0
Leo,Fry,39,AndroidOS,127.0
Abdul,Jenkins,50,AndroidOS,101.0
Preston,Taylor,21,iOS,100.0
King,Patel,21,iOS,104.0
Mary,Adams,46,iOS,127.0
Hope,Hernandez,59,AndroidOS,116.0
Kimberly,Turner,60,iOS,107.0
